sentence,sentiment
ہمیں یہاں پر ایک کی ضرورت ہے,neu
، میں نے اپنے تمام لباس برائے فروخت میں موصول ہوئے ،,neu
میں نے اس پوسٹ ٹاور ریڈنگ پوائنٹس کے 70 co تک کاز کا اندازہ لگایا ہے,pos
جاگ ، این ایل ، اس کا فروخت کا وقت,neu
مجھے لیجنڈز کپ ٹرنک کی لیگ زیادہ پسند ہے,pos
تصویر میں دکھائے گئے پیزا کی طرح نظر آنا چاہئے,neu
میں ان دونوں کو ملا کر کھاتا ہوں,neu
کل خوش قسمت سے خوش کھانا خریدا,pos
اگر میں اسے تلاش کروں تو کیا میں اسے مفت میں حاصل کروں گا؟,neu
سڈنی میسن کو دوبارہ کھولنے کا اعلان کرنے کا طریقہ آپ کو پسند آیا,pos
براہ کرم براہ کرم مجھے زونگ بلاک لسٹ کوڈ بتائیں,neu
زونگ ملاکنڈ میں بدترین چوٹی پر ہے,neg
، تعریف کے لئے آپ کا بہت بہت شکریہ.,pos
براہ کرم بوڑھا واپس لائیں,neu
افسوسناک بینک میں نے کبھی دیکھا ہے,neg
لیکن میں اب بھی جاز استعمال کررہا ہوں,pos
بہت اچھے معیار کے کپڑے,pos
کل اسٹور میں کچھ مضامین چیک کریں گے ... انگلیاں پار ہوگئیں,neu
بس بہت اچھا میں ہمیشہ تم سے امارات سے محبت کروں گا,pos
اب بھی کریڈٹ نہیں؟ کیوں ؟؟ بہت مایوس,neg
کال کی ہا HBL واولو اتنی گندگی میں شرکت نہ کریں,neg
آپ بہت زیادہ مفت MB فراہم کررہے ہیں,pos
کیا آپ براہ کرم اپنا وقت گوگل پر اپ ڈیٹ کر سکتے ہیں!,neu
میرے پاس اپنے نمبروں کے ساتھ 5 وقتی لین دین ہے,neu
مجھے سٹرابیری پائی پسند ہے,pos
واٹس ایپ کو فری ہونا چاہئے,neu
اچھا سبز ‘گھنٹی’ اور چرواہا کے جوتے سے پیار کرنے والا,pos
گریجویٹ کیسی ما بھی ہویا sirf Bcom ما ہو,neu
جب میں رقم بھیجنے کی کوشش کر رہا ہوں تو آپریشن کرنے کی اجازت نہیں ہے,neg
ایس بی سی مازی کی بی ٹی ٹو یہ ہے کے ڈیل کے برے ایم سی ڈونلڈس والؤن کو کچ پی ٹی اے ہن این ایم ایم قل شہرہ فیصل والی شاخ پی آر گی ایم ایم انی آپ کو ڈیل کا کا کہ ٹو ان اسٹاف کیہٹا آسی کوئی ڈیل این این ایچ,neg
مضحکہ خیز بات یہ ماہ پہلے کی ہے اس کا کاپ کے ساتھ کوئی لینا دینا نہیں ہے,neg
ایبٹ آباد ایریا K سروس ٹیک کرو,neu
ارے کیا ہم جانچ سکتے ہیں کہ آیا میرے قریب اسٹور میں کوئی خاص مضمون موجود ہے یا نہیں؟,neu
میری کیا روح سے پیار کرو,pos
بجٹ کی ہمیشہ مجھے سیمسنگ سے نفرت ہے,neg
خراب کسٹمر کیئر اسٹاف پیراگون تھائی لینڈ,neg
بوہت کھوب,pos
انہوں نے مجھے اس کی جازکیش انشورنس کہا,neu
چاکلیٹ شیک with سے کبھی غلط نہیں ہوسکتا,neu
عمران نذیر کی حدود,neu
آپ کے کال سینٹر کے نمائندے کے خلاف شکایت,neg
زین عباس کے لئے بڑا وکٹ,neu
آرڈر کرنے کا طریقہ قابل ستائش,pos
میرا پارسل انہیں انتظار میں کب ملے گا,neu
اچھی خوشبو,pos
آپکی طرف سے میسج آیا ٹا . بٹ آفٹر ٹرانسیکشن مجھے 5 روپیی کا کیش بیک نہیں ملا . وائے ؟,neg
ان پرندوں کو مارنا چھوڑ دو جن کے پروں کو نہیں ہے,neg
ویلڈن کی پیش کش,pos
میں را نائیک ایئر فورس والے کہاں سے خرید سکتا ہوں؟,pos
ہمارے لئے ، یہ آپ کے اطمینان سے متعلق ہے,neu
مجھے گرمیوں کا مجموعہ یاد آرہا ہے! اور بوہو مجموعہ,neu
ہم اپنے شہروں میں پٹرول اسٹیشنوں کی تلاش کیسے کر سکتے ہیں؟,neu
اچھی خدمت,pos
مجھے شکایت کے بارے میں بتائیں # 1-3429113921 ، شکایت کے اس کے تیسرے دن ہے,neu
خوبصورت ڈرامہ سیریل ختم ہی اچھا ہے,neg
کوئی پنیر موجود نہیں ہے اور نہ ہی آپ کو بری کرتے ہیں کیا کیرن ہے پیزا کا؟,neu
زونگ زبارسٹ نیٹ ورک وہ اسکی نیٹ سپیڈ واہ کمال اور زونگ کمپنی کو آزاد دن مبارک ہے,pos
عمدہ بینک اور حیرت انگیز خدمت,pos
میں نے وزیر اعظم سے اس شو پر پابندی عائد کرنے کی اپیل کی ہے,neg
مجھے ہوائی جہاز میں فلمیں دیکھنا پسند ہے,neu
دنیا کی سب سے عمدہ ائرلائن ہیں,pos
ہو گیا میں اسے پسند کرتا ہوں,pos
پہلے ہی رہ رہے ہیں کیا قیصے ایول کر سکتay ہے,neu
بہت اچھا کام اور تعریف کی,pos
اچھا اور عمدہ ذائقہ لیکن بھاری قیمت,pos
اس کہانی کو شیئر کرنے کا شکریہ,pos
میرے چینجڈ کردیا آپکی پور سروس کی وجہ سے,neg
عید کے تحفے آپ کے لئے آرہے ہیں میں نے آپ کے لئے سامان خرید لیا جو کل تک پہنچ جائے گا,pos
ہلکے رنگوں کو الگ سے دھوئے,neu
کب فروخت ہوگی؟,neu
ہمیں یہ سن کر خوشی ہو گی ، مینوئل اپنے احباب کو ہمارے احترام کرو,pos
میرا شوہر شاید یہ سب تمہاری دودھ کی چیزوں پر خرچ کرے گا,neu
آپ صرف اعداد و شمار کے سم پیش کرتے ہیں,neu
وہ یہاں تھا اور وہ میرا دوست ہے,neu
ہندوستان میں بدترین سروس ناقص مصنوع کو فروخت کرنے کے بعد مجھے ملنے والا ردعمل ہے,neg
سینڈویچ اتنے چھوٹے تھے,neg
اگر آپ بنیادی ایڈیڈاس خریدتے ہیں اور آپ اس پر پراڈا اسٹیکر لگاتے ہیں تو آپ کو تقریبا 3 3 ک کی بچت ہوگی اور وہی سامان ہوگا,neu
میں نے آن لائن لڑکی کو کھلونا خوش کھانے کے ساتھ آرڈر کیا آپ نے مجھے لڑکا کھلونا دیا کیا میری چھوٹی ٹٹو نہیں ہے؟,neg
بہت فیشن اور خوبصورت زیورات,pos
واقعی خراب    ذائقہ کی کلیاں سار گا مرکو سائ,neg
میں HP 4250 کے لئے ڈوبلیکس یونٹ چاہتا ہوں,neu
بارہ احسان کیا ہے 30 روپے چور کیر,neg
مجھے اس کی زبردست ٹھنڈی گچی کپڑے پسند ہیں,pos
اپنے تمام مشروبات میں مصنوعی مٹھائی لگانا بند کرو!,neu
اس پیٹھ کے نچلے حصے میں درد لیمبر سپورٹ کلیکشن ہے,neg
کوئی بتا سکتا ہے کہ اضافی قیمت کا کھانا کیا ہے؟,neu
اسے جاری رکھیں اور میرا اللہ آپ کو سلامت رکھے,pos
ٹکٹ نئی میلرای,neg
کسٹمر سروس دن بدن ناقص ہوتی جارہی ہے,neg
پنڈی اور اسلام آباد کے بیشتر علاقوں میں اس کی تیسری کلاس سروس ہے,neg
رقم کی واپسی کے لئے اسے اکانومی کلاس سیٹ اور واؤچر دیں؟,neu
آپ کو بھی,neu
.i jazz نیٹ ورک ہائی اسپیڈ انٹرنیٹ سے محبت کرتا ہوں,pos
اس کا مطلب ہے کہ وہ بونس چیلنج کا اہل ہے ...؟,neu
پام آئل کے استعمال اور جانوروں کی جانچ کے بارے میں کیا خیال ہے ، یہ بھی اتنے ہی اہم ہیں ، لیکن آپ کے پاس پیسہ ہے کہ اس کا رخ موڑ دیں ، اور ایک روشن مثال بنیں,neu
علامہ اقبال چوہا کو نیسکافی کی کافی پائ کے اپنی نظمیں پسند کرتی ہیں,neu
میری اس رنجش وقت لوئی ووٹن فیملی سے تعزیت,pos
یرے سب کھلونے دکھائیں hote hain takay بچوں کو ہن آر آر آرڈ جب ملتا ہے کو 2-3 سے کھلونے بھیجیں,neu
سارا توازن بلا وجہ چوری ہوگیا ہے,neg
اچھے معیار کا پیزا,pos
پلائڈ جیکٹ سے محبت کرتا ہوں!,pos
ہمیں آئی فون کی ضرورت نہیں ہے ،,neg
ہائے ، اس مضمون کی رعایتی قیمت 1395 / - روپے ہے,neu
فلوریڈ کیونکہ یہ اتنا مجموعی ہونا ضروری ہے کہ صرف جیکسن ویل کے لوگ اسے کھائیں گے,neg
میرا دل میٹھا پیپیسکو چاہتا ہے,pos
یا آپ سم وائی فائی آلہ مجھے لگتی وہ جاز کی؟,neu
میں کبھی بھی دوسرا نائک پروڈکٹ نہیں خریدوں گا,neg
میں جاز 4 جی ہینڈسیٹ کی ترتیب کو کیسے چالو کرتا ہوں,neu
آپ کی سائٹ بالکل کام نہیں کررہی ہے ، ، ڈرامہ فروخت ،,neg
میں آپ کو ایک فوٹو بھیجنا چاہتا ہوں ..ہوسکتا ہے کہ آپ کی مدد کر سکے,neu
دوستوں کیپ رکھیں,neu
ہمیں نشاط سکھر کی دکان یاد آتی ہے جب اسے دوبارہ منتقل کیا جائے گا ؟؟؟؟,neu
موسم سرما میں کلیکشن پے بھی ہے یا نہیں,neu
سیمسنگ کہکشاں J8 2018 لانچ کی تاریخ ..؟,neu
میں اس قمیض کو خریدتا ہوں اور میں اسی ٹراؤزر کی قیمت چاہتا ہوں,neu
تعریف کے لئے آپ کا شکریہ,pos
ڈیزائنوں کا کوئی مناظر نہیں,neg
"گچی ""گچی"" نہیں ہے",neg
میرے اتم بینڈ ہوگے ہار روز کال کرٹا ہن بھرا ما جا یار,neg
50٪ اسٹاک سے باہر ہے,neg
اچھی کھانے کی اشیاء اچھی زندگی,pos
YouTube ہفتہ وار pkg مکمل تفصیل,neu
یہ کل آپ کے خوش قسمت ایک دکان میں دستیاب نہیں تھا,neu
یہ اسٹور بند ہے ، ٹھیک ہے ؟!,neu
پچھلی سیریز کے باقی بچ جانے والے کھلونے دوبارہ استعمال کریں,pos
کام کے لئے ، جم اور روزمرہ کے جوتے ، کوئی بھی نائکی نہیں تھا نائیک کا بائیکاٹ کرنا کیونکہ مجھے امریکی ہونے پر فخر ہے,neg
کتنا اچھا حیرت انگیز,pos
پیپیسکو ، کرہ ارض کو تباہ کرنے ، بچوں کو غلام بنانے اور متعدد پرجاتیوں کا صفایا کرنے پر فخر کرتا ہے,neg
ہمیں لونی سے اتفاق کرنا پڑے گا!,neu
خوفناک فوٹو! clothesمجھے اسٹورز میں نظر آنے والے کپڑے یہ پسند نہیں کرتے,neg
. میں نے منیجر سے درخواست کی کہ وہ میرے شوہر کو آنے دیں,neu
اوہ یہ آپ کی ہالووین پوسٹ ہے تقریبا عام نظر آتا ہے,neu
جناب میں اپنے جاز کیش اکاؤنٹ کا پاس ورڈ بھول گیا ہوں,neu
یہ آپ کو اچھا لگے گا,pos
کیا کوئی مخصوص مینو آئٹم چارلسٹن سے متاثر ہے؟,neu
جاز نے ادا کیا,neu
آؤٹ اسٹینڈنگ سروس,pos
نئی کافی گندی ہے,neg
ہمیشہ آپ حیرت انگیز,pos
آپ کے پہلے پراڈا کی طرح کچھ نہیں ہے,neu
میں نے دو بار پیسہ ایسی پیسہ اکاؤنٹ میں بھیجا ہے,neu
میں فاسل بینک لینا چاہتا ہوں,neu
اس بل کے ساتھ بہت خوشی ہوئی ، آخر کار میرا سلوک ہو گیا,pos
ٹیلی نار نمبر پی اے پی نی رعایتی ہفتہ وار پیکیج کیون خاتم کارڈیا؟,neu
جے جے جمشید کا شکریہ,pos
شکریہ رضوان,pos
اتنا برا سست نیٹ,neg
کراس اوور کسی کی توقع نہیں تھی,neu
مزیدار اور ہموار,pos
نہیں ، میری اس سوال کا جواب نہیں دیا گیا,neg
آپ اپنی پیکیجنگ کا دوبارہ دعوی کیسے کریں گے؟,neu
ایسے کوئی سیل نئی ہا گاڑیوں پہ یہاں,neu
میں تصویر اپنے منہ میں رکھنے کی کوشش کرتا رہتا ہوں لیکن کوئی برگر نہیں,neg
تنظیموں کا میرا تجربہ حیرت انگیز ہے,neu
امارات میں پہلی اور عظیم ایئرلائن کی پہلی پرواز,pos
میرے پاس اپنے جوتے کے لئے ایک نمونہ ڈیزائن ہے جو میں آپ کو بھیجوں گا یہ ممکن ہے,neu
تھری کلاس نیٹ ورک,neg
ایسیو پیسہ کا بہترین ٹی وی شامل کریں,pos
انتہائی قابل رحم کسٹمر سروس ...,pos
اس میں کوئی خاص بات نہیں ہے,neg
واقعی ایک خواب کمپنی,pos
یہ 7 نومبر کو ہوا!,neu
ایسا لگتا ہے جیسے گوچی 70 کی دہائی کے مردوں کے سوٹ کے لئے واپس تھفٹ اسٹور پر چلے گئے تھے اچھا نہیں,neg
یہ اوپیرا ہاؤس اور بندرگاہ پل ، زبردست مہم جیسی نظر آتی ہے,neu
پاکستان کا اچھا رس کا معیار,pos
41000 کا فون یا لوازمات اس سے کم معیار کی,neg
میرے پاس یہ موبائل ہے ، یہ انتہائی بہترین موبائل ہے,pos
اپنے احاطے کو صاف کرنے کے ل this اس کور کا استعمال کریں,neu
جاز بیلنس شیئرنگ کا بی ٹی اے دن؟,neu
براہ کرم ایک پیش کش خریدیں!,pos
اچھی قسمت ہے کہ کام کرنے والا HP پرنٹر تلاش کریں اس معاملے میں اچھی قسمت سے کام کرنے والے HP پروڈکٹ کو تلاش کریں,pos
شہروں میں بہترین سروس,pos
آپ لوگوں نے ایسا کیوں کیا؟ کون کھٹا ہے چٹکھڑا نوڈلز سبز رنگ کے الی لیگی ہو جیسی,neg
میں نے سالگرہ کی تقریب میں وہاں 3 ٹائمز ڈبلیو 50 مہمان ...,neu
یہاں تک کہ تفصیل بھی نہیں پڑھ سکتے ہیں خوفناک گرافکس,neg
مجھے توقع تھی کہ زیادہ لگژری متاثر نہیں ہوگی,neg
ہیلو فیسال بینک,neu
کیا آپ براہ کرم مجھے ایک فٹ بال کٹ بھیجیں؟,neu
میں نے پسند کیا بیگ اور کپڑا دونوں کو ملایا,pos
تفصیل,neu
رمضان مبارک آپ کو,pos
یونی لیور ایک قابل نفرت کمپنی ہے,neg
فلائی ڈوبائی کی کسٹمر سروس کو اس سے زیادہ پرواہ نہیں ہوسکتی ہے,neg
